Index,0:？,1:？,2:？,3:？,4:？,5:？,6:？
243,1,0,150974,0,<br>极限槽的最大值根据情况不同也会有所区别，主要来说是与小队人数，以及是杂兵战和头目战等情况来决定。<br><br>敌人越强大，极限技的作用也就越大。集合全队的力量一定能够使战况转向有利的一面。,,
244,0,0,0,0,,,
245,0,0,0,0,,,
246,0,0,0,0,,,
247,0,0,0,0,,,
248,0,0,0,0,,,
249,0,0,0,0,,,
250,1,0,150981,0,<br>{{color|id=506|等级同步系统}}能够改变当前的角色等级。<br><br>副本迷宫和临危受命等任务通常有默认的设计等级，如果角色等级过高，会对实际游戏中的平衡性带来很大影响。此时使用{{color|id=506|等级同步}}功能便可以将自己的等级降低到比较合适的范围。,,
251,1,0,150982,0,<br>等级同步发动之后，在任务过程中自身的能力会被自动限制到同步后的等级。状态参数，装备性能，可以使用的技能都没有例外。<br><br>在任务结束之后一切都会自动恢复原样。,,
252,1,0,150983,0,<br>等级同步状态下能够按照同步后的等级获得相应的经验值。<br><br>利用这一功能，即使等级提高之后也能安心地享受低等级的游戏内容，与朋友组队也不用担心等级差太多了。,,
253,0,0,0,0,,,
254,0,0,0,0,,,
255,0,0,0,0,,,
256,0,0,0,0,,,
257,0,0,0,0,,,
258,0,0,0,0,,,
259,0,0,0,0,,,
260,1,0,150991,0,<br>获得了{{color|id=506|灵魂水晶}}！<br><br>灵魂水晶是能够开启{{color|id=506|特职}}的重要道具。每个特职所对应的灵魂水晶均不相同，进行{{color|id=506|特职转换}}只能转为对应的特职。,,
261,1,0,150992,0,<br>转为特职后，除了可以使用职业状态时的技能之外，还可以学习和使用{{color|id=506|特职专用技能}}。,,
262,1,0,150993,0,<br>特职状态下，等级、经验值均和其基础职业共通。<br><br>职业状态下升级时，特职的等级也会随之提高，反过来，特职状态下升级时也是同样的效果。,,
263,0,0,0,0,,,
264,0,0,0,0,,,
265,0,0,0,0,,,
266,0,0,0,0,,,
267,0,0,0,0,,,
268,0,0,0,0,,,
269,0,0,0,0,,,
270,1,0,151051,0,<br>获得了带有{{color|id=506|独占属性}}的道具。<br><br>这种属性的道具表示无法与任何人进行交易，也无法在市场上出售给其他玩家。,,
271,0,0,0,0,,,
272,0,0,0,0,,,
273,0,0,0,0,,,
274,0,0,0,0,,,
275,0,0,0,0,,,
276,0,0,0,0,,,
277,0,0,0,0,,,
278,0,0,0,0,,,
279,0,0,0,0,,,
280,1,0,151061,0,<br>使用药品和食品类道具可以起到各种各样的效果。<br><br>操作起来也很简单，只要对目标道具选择“使用”就可以了。,,
281,1,0,151062,0,<br>部分道具也有着{{color|id=506|复唱时间}}的设定，在使用这类道具之后，一定时间内无法使用所有道具。<br><br>将常用道具也设置到热键栏上可以更加方便地判断使用时间。<br>,,
282,1,0,151063,0,アイテムを使ってみよう_パッド・1,,
283,1,0,151064,0,<br>部分道具也有着{{color|id=506|复唱时间}}的设定，在使用这类道具之后，一定时间内无法使用所有道具。<br><br>将常用道具也设置到十字热键栏上可以更加方便地判断使用时间。<br>,,
284,0,0,0,0,,,
285,0,0,0,0,,,
286,0,0,0,0,,,
287,0,0,0,0,,,
288,0,0,0,0,,,
289,0,0,0,0,,,
290,1,0,151171,0,<br>{{color|id=506|通讯贝}}功能开放！<br><br>组建{{color|id=506|通讯贝}}之后，内部的成员无论在游戏中什么地方都可以随时进行交谈。<br><br>在{{color|id=506|通讯贝频道}}中发言时，可以在对话栏中输入LS-(编号)来进行切换。,,
291,1,0,151172,0,<br>一个{{color|id=506|通讯贝}}中最多可以容纳128个成员。每名玩家最多可以同时加入8个{{color|id=506|通讯贝}}。<br><br>在冒险的过程中遇到了志同道合的玩家时就加入到通讯贝中交流冒险的心得和乐趣吧！,,
292,0,0,0,0,,,
293,0,0,0,0,,,
294,0,0,0,0,,,
295,0,0,0,0,,,
296,0,0,0,0,,,
297,0,0,0,0,,,
298,0,0,0,0,,,
299,0,0,0,0,,,
300,1,0,150821,0,<br>通过“租借陆行鸟”可以在一定时间内骑上租来的鸟出外活动。<br><br>不过需要注意的是，遇到下列情况时租来的鸟会自动离开。<br>　·{{color|id=506|自己主动下鸟/进入可以游泳的水面}}<br>　·{{color|id=506|租借时间到期}}<br>　·{{color|id=506|遭到敌人攻击}}<br>　·{{color|id=506|参加任务}},,
301,0,0,0,0,,,
302,0,0,0,0,,,
303,0,0,0,0,,,
304,0,0,0,0,,,
305,0,0,0,0,,,
306,0,0,0,0,,,
307,0,0,0,0,,,
308,0,0,0,0,,,
309,0,0,0,0,,,
310,1,0,150831,0,<br>骑乘状态下在{{color|id=506|状态效果}}中会显示{{color|id=506|骑乘图标}}。图标上的数字为这次租借的{{color|id=506|剩余时间}}。<br><br>执行特殊热键栏中的{{color|id=506|跳下}}可以自己主动下鸟。<br>{{color|id=500|※要注意的是下鸟后所骑的陆行鸟也会自动离开。}},,
311,1,0,150831,0,<br>骑乘状态下在{{color|id=506|状态效果}}中会显示{{color|id=506|骑乘图标}}。图标上的数字为这次租借的{{color|id=506|剩余时间}}。<br><br>执行特殊热键栏中的{{color|id=506|跳下}}可以自己主动下鸟<br>{{color|id=500|※要注意的是下鸟后所骑的陆行鸟也会自动离开。}},,
312,0,0,0,0,,,
313,0,0,0,0,,,
314,0,0,0,0,,,
315,0,0,0,0,,,
316,0,0,0,0,,,
317,0,0,0,0,,,
318,0,0,0,0,,,
319,0,0,0,0,,,
320,1,0,150841,0,<br>{{color|id=506|运输站}}是提供在特定区间内自动移动服务的站点。<br><br>这种服务可以保证在计划时间内将玩家安全地送到目的地。如果遇到临时有事却还需要移动的情况，不妨尝试一下这种服务。,,
321,0,0,0,0,,,
322,0,0,0,0,,,
323,0,0,0,0,,,
324,0,0,0,0,,,
325,0,0,0,0,,,
326,0,0,0,0,,,
327,0,0,0,0,,,
328,0,0,0,0,,,
329,0,0,0,0,,,
330,1,0,150851,0,<br>骑乘状态下在{{color|id=506|状态效果}}中会显示{{color|id=506|骑乘图标}}。<br><br>执行特殊热键栏中的{{color|id=506|跳下}}可以自己主动从运输坐骑上下来。<br>{{color|id=500|※要注意的是下来后所骑的运输坐骑也会自动离开。}},,
331,1,0,150851,0,<br>骑乘状态下在{{color|id=506|状态效果}}中会显示{{color|id=506|骑乘图标}}。<br><br>执行特殊热键栏中的{{color|id=506|跳下}}可以自己主动从运输坐骑上下来。<br>{{color|id=500|※要注意的是下来后所骑的运输坐骑也会自动离开。}},,
332,0,0,0,0,,,
333,0,0,0,0,,,
334,0,0,0,0,,,
335,0,0,0,0,,,
336,0,0,0,0,,,
337,0,0,0,0,,,
338,0,0,0,0,,,
339,0,0,0,0,,,
340,1,0,150861,0,<br>获得了{{color|id=506|专属陆行鸟}}！<br><br>使用{{color|id=506|陆行鸟笛}}可以学会召唤专属陆行鸟的技能。专属陆行鸟与租借的陆行鸟不同，召唤出来之后没有任何时间限制。不过要注意的是，城内与迷宫内这种封闭的场所无法召唤专属陆行鸟。,,
341,1,0,150862,0,<br>召唤专属陆行鸟的技能追加到了{{color|id=506|坐骑一览}}中。这类技能同样可以设置在热键栏上随时使用。<br><br>以后可以随时骑着自己的陆行鸟驰骋在艾欧泽亚大地上了。,,
342,1,0,150863,0,<br>在骑乘状态下受到敌人攻击时，陆行鸟有可能会抛下主人自己逃走。<br><br>不过在结束战斗之后，还可以使用陆行鸟笛再次召唤出来。,,
343,1,0,150864,0,<br>另外，专属陆行鸟还有多种专用装备。<br><br>在快捷指令的{{color|id=506|角色}}分类下点击{{color|id=506|搭档}}按钮可以打开搭档窗口，在这里可以随意更换专属陆行鸟的装备。,,
344,0,0,0,0,,,
345,0,0,0,0,,,
346,0,0,0,0,,,
347,0,0,0,0,,,
348,0,0,0,0,,,
349,0,0,0,0,,,
350,1,0,150871,0,<br>在骑乘状态下再次使用{{color|id=506|专属陆行鸟}}技能可以主动从陆行鸟上下来。<br><br>另外，右键点击骑乘图标也会主动下鸟。,,
351,1,0,150871,0,<br>在骑乘状态下再次使用{{color|id=506|专属陆行鸟}}技能可以主动从陆行鸟上下来。<br><br>另外，选中骑乘图标并按下确认键也会主动下鸟。,,
352,0,0,0,0,,,
353,0,0,0,0,,,
354,0,0,0,0,,,
355,0,0,0,0,,,
356,0,0,0,0,,,
357,0,0,0,0,,,
358,0,0,0,0,,,
359,0,0,0,0,,,
360,1,0,151151,0,<br>专属陆行鸟可以一起并肩作战了！<br><br>令陆行鸟参加战斗是需要准备一定的{{color|id=506|基萨尔野菜}}，这可是它们最喜欢的食物。,,
361,1,0,151152,0,<br>{{color|id=506|基萨尔野菜}}可以在商店中购买。在野外使用便可以召唤出陆行鸟一起战斗。<br><br>冒险路上有伙伴相伴，旅途中一定会更加热闹！,,
362,0,0,0,0,,,
363,0,0,0,0,,,
364,0,0,0,0,,,
365,0,0,0,0,,,
366,0,0,0,0,,,
367,0,0,0,0,,,
368,0,0,0,0,,,
369,0,0,0,0,,,
370,1,0,151161,0,<br>在接下来的30分钟内陆行鸟都会一起进行战斗。<br><br>召唤出来时，陆行鸟会忠诚地跟随在玩家身后。通过技能菜单中{{color|id=506|行动指令}}分类下的指令可以对其发出各种命令。,,
371,1,0,151162,0,<br>想要陆行鸟参战时，下达{{color|id=506|自由战术}}的指令便可以令其自动发动攻击。<br><br>战斗结束后可以通过{{color|id=506|离开}}命令来令陆行鸟离开现场回巢休息。,,
372,1,0,151163,0,<br>要再次召唤陆行鸟出来战斗时需要重新消耗{{color|id=506|基萨尔野菜}}。<br><br>与好搭档一起迎战强敌吧！,,
373,0,0,0,0,,,
374,0,0,0,0,,,
375,0,0,0,0,,,
376,0,0,0,0,,,
377,0,0,0,0,,,
378,0,0,0,0,,,
379,0,0,0,0,,,
380,1,0,151461,0,<br>陆行鸟提升技能等级之后会得到相应数量的{{color|id=506|“技能点”}}。<br><br>通过消费技能点可以让搭档陆行鸟学会很多战斗中的技能。,,
381,1,0,151462,0,<br>陆行鸟的技能分为{{color|id=506|“防护”“进攻”“治疗”}}三种类型。<br><br>学会防护类技能之后便可以执行{{color|id=506|“防护战术”}}的指令，肩负起冲锋在前守护他人的职责。,,
382,1,0,151463,0,<br>学会进攻类技能之后可以执行{{color|id=506|“进攻战术”}}的指令，陆行鸟会发出各种强力的攻击。<br><br>学会治疗类技能之后可以执行{{color|id=506|“治疗战术”}}的指令，陆行鸟会治疗玩家的体力。,,
383,1,0,151464,0,<br>陆行鸟的成长方向完全由玩家来决定。<br><br>合理考虑技能点的分配，培养出最合适的搭档吧！,,
384,0,0,0,0,,,
385,0,0,0,0,,,
386,0,0,0,0,,,
387,0,0,0,0,,,
388,0,0,0,0,,,
389,0,0,0,0,,,
390,0,0,0,0,,,
391,0,0,0,0,,,
392,0,0,0,0,,,
393,0,0,0,0,,,
394,0,0,0,0,,,
395,0,0,0,0,,,
396,0,0,0,0,,,
397,0,0,0,0,,,
398,0,0,0,0,,,
399,0,0,0,0,,,
400,1,0,150451,0,{{color|id=506|讨伐笔记}}<br><br>专门为{{color|id=506|战斗精英}}和{{color|id=506|魔法导师}}两类职业准备的内容。<br><br>通过打倒作为讨伐目标的敌人可以得到相应的报酬。在快捷指令的{{color|id=506|手册管理}}分类中选择{{color|id=506|讨伐笔记}}或者按{{color|id=506|H键}}可以进行查看。,,
401,1,0,150452,0,<br>打开讨伐笔记后，可以在分类中选择职业及难度等级来列出相应的讨伐目标。<br><br>完成打倒指定敌人的目标后会得到相应的报酬。打之前建议先确认目标敌人的数量以及主要的生活区域。,,
402,1,0,150453,0,<br>选中讨伐目标敌人之后，地图上的敌人头上就会自动出现记号。这样就能很轻易地找到它们。<br><br>发现标有讨伐记号的敌人就尽快打倒它们吧。,,
403,1,0,150451,0,<br>{{color|id=506|讨伐笔记}}<br><br>专门为{{color|id=506|战斗精英}}和{{color|id=506|魔法导师}}两类职业准备的内容。<br><br>通过打倒作为讨伐目标的敌人可以得到相应的报酬。在快捷指令的{{color|id=506|手册管理}}分类中选择{{color|id=506|笔记}}可以进行查看。,,
404,1,0,150452,0,<br>打开讨伐笔记后，可以在分类中选择职业及难度等级来列出相应的讨伐目标。<br><br>完成打倒指定敌人的目标后会得到相应的报酬。打之前建议先确认目标敌人的数量以及主要的生活区域。,,
405,1,0,150453,0,<br>选中讨伐目标敌人之后，地图上的敌人头上就会自动出现记号。这样就能很轻易地找到它们。<br><br>发现标有讨伐记号的敌人就尽快打倒它们吧。,,
406,0,0,0,0,,,
407,0,0,0,0,,,
408,0,0,0,0,,,
409,0,0,0,0,,,
410,1,0,150881,0,<br>{{color|id=506|大国防联军}}是各城邦面临危机时设立的军事组织。<br>组织内的地位以{{color|id=506|军衔}}来表示。<br><br>在角色窗口中个人信息栏目下可以查看自己当前的军衔。,,
411,1,0,150882,0,<br>一名玩家无法同时加入多个大国防联军。<br><br>不过即使加入了其中一国的军队，以后也可以改变自己的所属。,,
412,1,0,150883,0,<br>打开“货币一览”可以在“共通”中看到货币的分栏，在这一栏里可以查看当前持有的{{color|id=506|军票}}数量。<br><br>利用军票可以换到专属陆行鸟以及各种军队内部的物品。提升军衔时也需要交纳一定的军票，晋升之后会有很多好处，绝对不可错过。,,
413,0,0,0,0,,,
414,0,0,0,0,,,
415,0,0,0,0,,,
416,0,0,0,0,,,
417,0,0,0,0,,,
418,0,0,0,0,,,
419,0,0,0,0,,,
420,1,0,150941,0,<br>在军队中，{{color|id=506|军需品}}和{{color|id=506|补给品}}都是必不可少的。筹备这些物品可以获得相应的经验值和军票作为回报。<br><br>与所属军队的人事负责人及军队理符发行人对话，选择{{color|id=506|筹备任务}}后便可以交纳相应物品了。,,
421,1,0,150942,0,<br>需要筹备的物品每天都会有所改变。通过快捷指令中的任务情报可以随时随地进行查看。,,
422,0,0,0,0,,,
423,0,0,0,0,,,
424,0,0,0,0,,,
425,0,0,0,0,,,
426,0,0,0,0,,,
427,0,0,0,0,,,
428,0,0,0,0,,,
429,0,0,0,0,,,
430,1,0,150951,0,<br>为了强化军备，大国防联军通常需要收集以太化装备等各种{{color|id=506|稀有品}}。<br><br>稀有品在查看道具情报时可以判断出来，通常是{{color|id=506|可以出售}}的装备，并且名字为{{color|id=506|白色之外的颜色}}。,,
431,1,0,150952,0,<br>与所属军队的人事负责人及军队理符发行人对话，交纳尽可能多的稀有品吧！,,
432,0,0,0,0,,,
433,0,0,0,0,,,
434,0,0,0,0,,,
435,0,0,0,0,,,
436,0,0,0,0,,,
437,0,0,0,0,,,
438,0,0,0,0,,,
439,0,0,0,0,,,
440,1,0,150961,0,<br>{{color|id=506|部队}}是冒险者之间自由结成的组织。<br><br>虽然是处于大国防联军管理之下，不过相对而言并没有什么特别的规定，完完全全是玩家自己掌控的组织。,,
441,1,0,150962,0,<br>在加入部队之后，积累{{color|id=506|部队经验}}可以提升部队的等级，积攒{{color|id=506|部队战绩}}则可以换取专用道具。,,
442,1,0,150963,0,<br>担任部队长的玩家需要收集其他三名玩家的{{color|id=506|署名}}，之后再向大国防联军中的负责人提交申请便可以建立部队。,,
